1	0
100001	0
200001	0
300001	0
400001	0
500001	0
600001	0
700001	0.11
800001	0
900001	0
1000001	0
1100001	0
1200001	0
1300001	0
1400001	0
1500001	0
1600001	0
1700001	0.11
1800001	0
1900001	0.11
2000001	0
2100001	0.22
2200001	0
2300001	0
2400001	0.33
2500001	0
2600001	0
2700001	0.33
2800001	0.22
2900001	0.11
3000001	0
3100001	0
3200001	0.33
3300001	0.65
3400001	0.22
3500001	0.11
3600001	1.09
3700001	0.76
3800001	1.96
3900001	0.11
4000001	0.76
4100001	0.98
4200001	1.85
4300001	2.72
4400001	0.54
4500001	0
4600001	0.33
4700001	1.09
4800001	2.18
4900001	0.33
5000001	1.31
5100001	0.98
5200001	0.22
5300001	0
5400001	0.76
5500001	0.44
5600001	0.87
5700001	1.31
5800001	1.41
5900001	0.33
6000001	0.22
6100001	0.11
6200001	0.54
6300001	0.54
6400001	1.2
6500001	0.98
6600001	0.98
6700001	1.09
6800001	0.98
6900001	3.81
7000001	0.87
7100001	2.83
7200001	1.85
7300001	2.72
7400001	1.2
7500001	1.31
7600001	1.09
7700001	0.76
7800001	0.65
7900001	1.74
8000001	1.31
8100001	1.74
8200001	0.65
8300001	0.33
8400001	2.5
8500001	1.63
8600001	0.44
8700001	1.31
8800001	1.63
8900001	3.05
9000001	0.87
9100001	0.33
9200001	0.76
9300001	0.87
9400001	0.54
9500001	0.87
9600001	1.85
9700001	3.05
9800001	7.51
9900001	3.26
10000001	1.96
10100001	1.63
10200001	8.05
10300001	1.96
10400001	1.63
10500001	3.26
10600001	0.87
10700001	1.96
10800001	3.92
10900001	4.03
11000001	1.85
11100001	2.72
11200001	5.44
11300001	2.61
11400001	0.76
11500001	3.7
11600001	2.83
11700001	1.74
11800001	0.76
11900001	1.96
12000001	1.31
12100001	0.76
12200001	1.74
12300001	1.85
12400001	0.65
12500001	1.41
12600001	0.76
12700001	0.44
12800001	0.76
12900001	1.41
13000001	1.74
13100001	0.54
13200001	1.74
13300001	1.52
13400001	1.63
13500001	3.26
13600001	0.54
13700001	1.96
13800001	4.35
13900001	2.07
14000001	8.38
14100001	3.81
14200001	1.52
14300001	4.68
14400001	2.94
14500001	1.41
14600001	4.13
14700001	8.92
14800001	3.81
14900001	2.94
15000001	7.18
15100001	14.8
15200001	4.46
15300001	2.61
15400001	5.33
15500001	1.41
15600001	4.35
15700001	1.52
15800001	5.88
15900001	4.13
16000001	5.22
16100001	13.06
16200001	1.2
16300001	2.18
16400001	0.65
16500001	1.52
16600001	1.31
16700001	2.61
16800001	1.09
16900001	3.16
17000001	3.59
17100001	0.44
17200001	0.11
17300001	2.83
17400001	0.98
17500001	2.83
17600001	5.66
17700001	3.48
17800001	3.05
17900001	4.03
18000001	3.81
18100001	2.18
18200001	1.96
18300001	3.48
18400001	2.5
18500001	4.9
18600001	4.79
18700001	1.96
18800001	2.94
18900001	3.16
19000001	3.26
19100001	3.81
19200001	6.31
19300001	1.63
19400001	5.33
19500001	2.94
19600001	2.07
19700001	2.61
19800001	1.41
19900001	1.85
20000001	1.09
20100001	1.41
20200001	2.72
20300001	5.88
20400001	2.61
20500001	3.7
20600001	3.05
20700001	2.94
20800001	2.07
20900001	3.05
21000001	2.39
21100001	1.2
21200001	1.63
21300001	2.61
21400001	2.83
21500001	0.44
21600001	2.18
21700001	2.39
21800001	2.72
21900001	0.76
22000001	1.2
22100001	2.5
22200001	0.98
22300001	0.87
22400001	1.63
22500001	3.7
22600001	3.59
22700001	3.37
22800001	0.33
22900001	2.83
23000001	4.24
23100001	1.85
23200001	5.22
23300001	2.5
23400001	1.52
23500001	3.59
23600001	4.35
23700001	4.9
23800001	1.41
23900001	6.31
24000001	0.98
24100001	1.63
24200001	1.74
24300001	0.76
24400001	0.87
24500001	3.16
24600001	1.74
24700001	2.18
24800001	1.2
24900001	1.63
25000001	0.87
25100001	7.51
25200001	2.94
25300001	5.11
25400001	1.74
25500001	1.63
25600001	2.39
25700001	2.39
25800001	2.07
25900001	1.31
26000001	2.83
26100001	3.7
26200001	1.31
26300001	0.65
26400001	1.09
26500001	1.41
26600001	0.65
26700001	0.76
26800001	0.98
26900001	1.63
27000001	0.54
27100001	0.11
27200001	0
27300001	0.22
27400001	0
27500001	0
27600001	0
27700001	0
27800001	0
